"BnaA01g00520D"	"Cytochrome P450, Cytochrome P450, E-class, group I, Cytochrome P450, conserved site"
"BnaC08g02090D"	"FAD-dependent pyridine nucleotide-disulphide oxidoreductase, Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain"
"BnaC08g02360D"	"SIT4 phosphatase-associated protein family, Armadillo-like helical"
"BnaC08g02670D"	"Alpha/beta hydrolase fold-3"
"BnaC08g02750D"	"Leucine-rich repeat"
"BnaC08g02810D"	"WD40/YVTN repeat-like-containing domain"
"BnaC08g02820D"	"WD40 repeat, WD40/YVTN repeat-like-containing domain, WD40-repeat-containing domain"
"BnaC08g02950D"	"Uncharacterised protein family UPF0497, trans-membrane plant"
"BnaC08g02990D"	NA
"BnaC08g03050D"	NA
"BnaC08g03130D"	NA
"BnaC08g03510D"	NA
"BnaC08g04100D"	"Protein of unknown function DUF869, plant, Prefoldin"
"BnaC08g04110D"	"Transcription factor E2F/dimerisation partner (TDP), Winged helix-turn-helix transcription repressor DNA-binding domain, E2F Family"
"BnaC08g04130D"	NA
"BnaC08g05620D"	"Ionotropic glutamate receptor, Extracellular solute-binding protein, family 3"
"BnaC08g07080D"	"Putative S-adenosyl-L-methionine-dependent methyltransferase"
"BnaC08g07090D"	NA
"BnaC08g07100D"	"Protein of unknown function DUF2451, C-terminal"
"BnaC08g08280D"	"Flavodoxin, Flavodoxin/nitric oxide synthase"
"BnaC08g08750D"	"SANT/Myb domain, Myb domain, plants, Homeodomain-like, Myb domain, MYB-CC type transcription factor, LHEQLE-containing domain"
"BnaC08g10150D"	"Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain"
"BnaC08g11850D"	"Molybdenum cofactor biosynthesis, MoeB, NAD(P)-binding domain"
"BnaC08g12440D"	"HAT dimerisation, Ribonuclease H-like domain"
"BnaC08g13060D"	NA
"BnaC08g13870D"	"Glycosyl-phosphatidyl inositol-anchored, plant"
"BnaC08g13970D"	"Aminotransferase, class IV, Branched-chain amino acid aminotransferase II, Aminotransferase, class IV, conserved site"
"BnaC08g14670D"	"2Fe-2S ferredoxin-type domain, 2Fe-2S ferredoxin, iron-sulphur binding site, Ferredoxin [2Fe-2S], plant, Beta-grasp domain"
"BnaC08g14800D"	NA
"BnaC08g14970D"	"Magnesium transporter protein 1, Oligosaccharyl transferase complex, subunit OST3/OST6"
"BnaC08g15100D"	"Glyoxalase/fosfomycin resistance/dioxygenase domain, Glyoxalase I, Glyoxalase I, conserved site"
"BnaC08g15250D"	"Histidine kinase-like ATPase, ATP-binding domain"
"BnaC08g15260D"	"Cation-transporting P-type ATPase, P-type ATPase, cytoplasmic domain N"
"BnaC08g16140D"	"Zinc finger, BED-type predicted, Ribonuclease H-like domain"
"BnaC08g18340D"	"WD40 repeat, WD40/YVTN repeat-like-containing domain, WD40-repeat-containing domain, WD40 repeat, conserved site"
"BnaC08g19790D"	NA
"BnaC08g20420D"	"Homeodomain-like, DEK, C-terminal"
"BnaC08g21790D"	"Poly(ADP-ribose) polymerase, catalytic domain, RST domain of plant C-terminal"
"BnaC08g24170D"	"Thioredoxin-like fold, Redoxin"
"BnaC08g24480D"	"GHMP kinase, C-terminal domain"
"BnaC08g25060D"	"Ribosomal protein L17"
"BnaC08g25080D"	"G-patch domain, RNA recognition motif domain, Zinc finger, RanBP2-type, Nucleotide-binding, alpha-beta plait"
"BnaC08g25680D"	"Chlorophyll A-B binding protein, plant, Chlorophyll A-B binding protein, Chlorophyll a/b binding protein domain"
"BnaC08g26020D"	"Chalcone isomerase, Chalcone isomerase, 3-layer sandwich"
"BnaC08g26160D"	"Protein of unknown function DUF626, Arabidopsis thaliana"
"BnaC08g26210D"	"Aminoacyl-tRNA synthetase, class 1a, anticodon-binding, Valyl/Leucyl/Isoleucyl-tRNA synthetase, class I, anticodon-binding, Rossmann-like alpha/beta/alpha sandwich fold, Methionyl-tRNA synthetase, Methionyl/Leucyl tRNA synthetase, Methionine-tRNA synthetase, type 2"
"BnaC08g26280D"	"Kelch repeat type 1, Galactose oxidase, beta-propeller"
"BnaC08g26520D"	"Vesicle transport protein, Use1"
"BnaC08g26570D"	"Translation initiation factor IF6"
"BnaC08g27170D"	NA
"BnaC08g27900D"	NA
"BnaC08g28290D"	"Toll/interleukin-1 receptor homology (TIR) domain, Disease resistance protein, Leucine-rich repeat, NB-ARC"
"BnaC08g28510D"	"Endonuclease/exonuclease/phosphatase"
"BnaC08g29450D"	"ATPase, V1 complex, subunit D"
"BnaC08g29540D"	"Glycosyl transferase, family 8"
"BnaC08g29890D"	NA
"BnaC08g30170D"	"Peptidase C54"
"BnaC08g30440D"	NA
"BnaC08g30730D"	"Zinc finger, GATA-type, Zinc finger, NHR/GATA-type"
"BnaC08g30770D"	"AP2/ERF domain"
"BnaC08g32230D"	NA
"BnaC08g32280D"	"Universal stress protein A, UspA, Rossmann-like alpha/beta/alpha sandwich fold"
"BnaC08g32580D"	"Protein of unknown function DUF926"
"BnaC08g32940D"	"Zinc finger, RING-type, Zinc finger, C6HC-type, Zinc finger, RING/FYVE/PHD-type, Zinc finger, RING-type, conserved site"
"BnaC08g34580D"	NA
"BnaC08g34820D"	NA
"BnaC08g35100D"	"Glutathione S-transferase, C-terminal-like, Thioredoxin-like fold"
"BnaC08g35170D"	"Powdery mildew resistance protein, RPW8 domain"
"BnaC08g35200D"	"Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2, Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2, conserved site"
"BnaC08g36000D"	"Translocon-associated protein (TRAP), alpha subunit"
"BnaC08g36190D"	"Formiminotransferase, N-terminal subdomain, Essential protein Yae1, N-terminal, Formiminotransferas, N- and C-terminal subdomains"
"BnaC08g36240D"	NA
"BnaC08g36250D"	NA
"BnaC08g36330D"	"SANT/Myb domain, Myb domain, plants, Homeodomain-like, Myb domain, Domain of unknown function DUF4283, Zinc knuckle CX2CX4HX4C"
"BnaC08g36460D"	"Ribosomal protein L4/L1e, Ribosomal protein L4/L1e, bacterial-type, Ribosomal protein L4 domain"
"BnaC08g36690D"	"AAA+ ATPase domain, DNA recombination and repair protein RecA, DNA recombination/repair protein RecA, conserved site, DNA recombination/repair protein RecA, monomer-monomer interface, DNA recombination/repair protein RecA/RadB, ATP-binding domain, DNA recombination and repair protein RecA, C-terminal"
"BnaC08g36730D"	NA
"BnaC08g36760D"	"BZR1, transcriptional repressor"
"BnaC08g36850D"	"Ribonucleoprotein LSM domain, Ribonucleoprotein LSM domain, eukaryotic/archaea-type, Like-Sm (LSM) domain"
"BnaC08g36920D"	"SANT/Myb domain, Myb domain, plants, Homeodomain-like, Myb domain"
"BnaC08g36930D"	"Zein-binding domain"
"BnaC08g36960D"	"Snf7"
"BnaC08g36970D"	"Zinc finger, RING-type, Rubredoxin-type fold, Zinc finger, CHY-type, Haemerythrin/HHE cation-binding motif, Zinc finger, RING/FYVE/PHD-type, Zinc finger, CTCHY-type"
"BnaC08g37110D"	"Zinc finger, RING-type, Peptidase S16, lon N-terminal, Tetratricopeptide-like helical, Zinc finger, RING/FYVE/PHD-type, PUA-like domain, Zinc finger, RING-type, conserved site"
"BnaC08g37140D"	"Glycosyl transferase, family 8"
"BnaC08g37190D"	NA
"BnaC08g37390D"	"Protein kinase, catalytic domain, Serine/threonine- / dual specificity protein kinase, catalytic  domain, Mitogen-activated protein (MAP) kinase, conserved site, Protein kinase-like domain, Protein kinase, ATP binding site, Tyrosine-protein kinase, catalytic domain"
"BnaC08g37880D"	"Ubiquitin-conjugating enzyme, E2, Ubiquitin-conjugating enzyme/RWD-like"
"BnaC08g38870D"	"Small-subunit processome, Utp12"
"BnaC08g38940D"	"Methyl-CpG DNA binding, DNA-binding, integrase-type"
"BnaC08g39190D"	"Uncharacterised protein family Cys-rich"
"BnaC08g39420D"	"Nonaspanin (TM9SF)"
"BnaC08g39780D"	"Nucleoside phosphatase GDA1/CD39"
"BnaC08g39970D"	"SET domain, Rubisco methyltransferase, Rubisco LS methyltransferase, substrate-binding domain"
"BnaC08g40310D"	"Insecticidal crystal toxin"
"BnaC08g40320D"	"SANT/Myb domain, Myb-like domain"
"BnaC08g40390D"	"RNA recognition motif domain, Nucleotide-binding, alpha-beta plait"
"BnaC08g40410D"	"Leucine-rich repeat, ribonuclease inhibitor subtype"
"BnaC08g40450D"	NA
"BnaC08g40550D"	"Disease resistance protein, NB-ARC"
"BnaC08g41170D"	NA
"BnaC08g41380D"	"Resolvase, holliday junction-type, YqgF-like, YqgF/RNase H-like domain, Ribonuclease H-like domain"
"BnaC08g41430D"	"Disease resistance protein, NB-ARC"
"BnaC08g41450D"	NA
"BnaC08g41460D"	"Guanine nucleotide binding protein (G-protein), alpha subunit"
"BnaC08g41500D"	"Flavin monooxygenase FMO, Flavin monooxygenase-like"
"BnaC08g41550D"	"Protein of unknown function DUF863, plant"
"BnaC08g41860D"	"FAD linked oxidase, N-terminal, Berberine/berberine-like, FAD-binding, type 2, FAD-binding, type 2, subdomain 1, CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2"
"BnaC08g42010D"	"Pectinesterase, catalytic, Pectinesterase inhibitor, Pectin lyase fold/virulence factor, Pectin lyase fold, Pectinesterase, active site"
"BnaC08g42290D"	"Phosphatidylinositol-4-phosphate 5-kinase, core, MORN motif, Phosphatidylinositol-4-phosphate 5-kinase, core, subgroup, Phosphatidylinositol-4-phosphate 5-kinase"
"BnaC08g42730D"	"NAD(P)-binding domain"
"BnaC08g42920D"	"Zinc finger, MIZ-type"
"BnaC08g43100D"	"Thioredoxin, Thioredoxin-like fold, Thioredoxin domain"
"BnaC08g43130D"	"Acyl-ACP thioesterase, Acyl-ACP-thioesterase, N-terminal"
"BnaC08g43300D"	"NAD-dependent epimerase/dehydratase, NAD(P)-binding domain"
"BnaC08g43540D"	"Cation-transporting P-type ATPase, Cation-transporting P-type ATPase, N-terminal, Cation-transporting P-type ATPase, C-terminal, P-type ATPase, A  domain, P-type ATPase, phosphorylation site, HAD-like domain, P-type ATPase,  transmembrane domain, P-type ATPase, cytoplasmic domain N"
"BnaC08g43560D"	"Prohibitin, Band 7 protein"
"BnaC08g43580D"	"S locus-related glycoprotein 1 binding pollen coat"
"BnaC08g43600D"	"S locus-related glycoprotein 1 binding pollen coat"
"BnaC08g43610D"	"Cactin, domain, Cactin C-terminal domain"
"BnaC08g43620D"	"Protein kinase, catalytic domain, Serine/threonine- / dual specificity protein kinase, catalytic  domain, Serine/threonine-protein kinase, active site, Protein kinase-like domain, Protein kinase, ATP binding site, Tyrosine-protein kinase, catalytic domain"
"BnaC08g43660D"	"Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase"
"BnaC08g43670D"	"BRCT domain, Zinc finger, RING-type, Zinc finger, RING/FYVE/PHD-type, Zinc finger, RING-type, conserved site"
"BnaC08g43680D"	NA
"BnaC08g43690D"	"Acid phosphatase (Class B), Acid phosphatase, plant, Vegetative storage protein/acid phosphatase, HAD-like domain"
"BnaC08g43710D"	NA
"BnaC08g43730D"	"Tetratricopeptide-like helical, Tetratricopeptide repeat-containing domain, Tetratricopeptide repeat"
"BnaC08g43760D"	"IQ motif, EF-hand binding site, Myosin head, motor domain, Dilute, Myosin, N-terminal, SH3-like, Dil domain"
"BnaC08g43770D"	"Elongation factor, GTP-binding domain, Translation elongation factor EFTu/EF1A, domain 2, Translation elongation/initiation factor/Ribosomal, beta-barrel, Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal, Translation initiation factor 2, gamma subunit, C-terminal"
"BnaC08g43810D"	"Protein kinase, catalytic domain, Leucine-rich repeat, Serine/threonine- / dual specificity protein kinase, catalytic  domain, Leucine-rich repeat, typical subtype, Serine/threonine-protein kinase, active site, Protein kinase-like domain, Tyrosine-protein kinase, catalytic domain, Armadillo repeat-containing protein 3 and Serine/threonine-protein kinase CTR1"
"BnaC08g43820D"	"AUX/IAA protein, Aux/IAA-ARF-dimerisation"
"BnaC08g43830D"	"AUX/IAA protein, Aux/IAA-ARF-dimerisation"
"BnaC08g43840D"	"Ribosomal protein S19/S15, Ribosomal protein S19A/S15e, Ribosomal protein S19 conserved site, Ribosomal protein S19, superfamily"
"BnaC08g43850D"	"MATH, TRAF-like"
"BnaC08g43970D"	NA
"BnaC08g43980D"	"Synaptobrevin, Longin domain, Longin-like domain"
"BnaC08g43990D"	"Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2, Zinc finger, UBP-type, Zinc finger, RING/FYVE/PHD-type, Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2, conserved site"
"BnaC08g44000D"	"ARID/BRIGHT DNA-binding domain, High mobility group (HMG) box domain"
"BnaC08g44010D"	"GDP-fucose protein O-fucosyltransferase"
"BnaC08g44080D"	NA
"BnaC08g44160D"	"Pheromone shutdown, TraB"
"BnaC08g44180D"	"Zinc finger, B-box, CCT domain"
"BnaC08g44190D"	"Cytidyltransferase-like domain, Rossmann-like alpha/beta/alpha sandwich fold"
"BnaC08g44220D"	"UBA/THIF-type NAD/FAD binding fold, D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding, Molybdenum cofactor biosynthesis, MoeB, NAD(P)-binding domain"
"BnaC08g44230D"	NA
"BnaC08g44290D"	"Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain"
"BnaC08g44320D"	"Protein of unknown function DUF966"
"BnaC08g44330D"	"Glycoside hydrolase, catalytic domain, Glycosyl hydrolase family 20, domain 2, Glycoside hydrolase family 20, catalytic core, Glycoside hydrolase, superfamily, Beta-hexosaminidase subunit alpha/beta"
"BnaC08g44350D"	"Inosine/uridine-preferring nucleoside hydrolase domain, Inosine/uridine-preferring nucleoside hydrolase"
"BnaC08g44370D"	"Inositol polyphosphate-related phosphatase, WD40 repeat, Endonuclease/exonuclease/phosphatase, WD40/YVTN repeat-like-containing domain"
"BnaC08g44380D"	"Thioredoxin-like fold, Sep15/SelM redox"
"BnaC08g44440D"	"PWWP, SET domain, Zinc finger, PHD-type, Post-SET domain, FY-rich, N-terminal, FY-rich, C-terminal, Zinc finger, FYVE/PHD-type, Zinc finger, RING/FYVE/PHD-type, Zinc finger, PHD-type, conserved site, Zinc finger, PHD-finger"
"BnaC08g44450D"	"Peptidase A1, Aspartic peptidase"
"BnaC08g44460D"	"Protein of unknown function DUF1685"
"BnaC08g44480D"	"Bromodomain, AAA+ ATPase domain, ATPase, AAA-type, core, ATPase, AAA-type, conserved site"
"BnaC08g44490D"	NA
"BnaC08g44520D"	"Armadillo-type fold"
"BnaC08g44570D"	NA
"BnaC08g44590D"	"Zinc finger, B-box"
"BnaC08g44650D"	"Pentatricopeptide repeat, Tetratricopeptide-like helical"
"BnaC08g44680D"	"VHS, GAT, ENTH/VHS, VHS subgroup"
"BnaC08g44690D"	"Translation elongation factor EFG, V domain, Elongation factor, GTP-binding domain, Translation elongation factor EFTu/EF1A, domain 2, Small GTP-binding protein domain, Translation elongation factor EFG/EF2, domain IV, Translation elongation/initiation factor/Ribosomal, beta-barrel, Elongation factor G, III-V domain, Ribosomal protein S5 domain 2-type fold, subgroup, Ribosomal protein S5 domain 2-type fold"
"BnaC08g44700D"	"Bromodomain, NET domain"
"BnaC08g44710D"	"Zinc finger, LSD1-type, Peptidase C14, caspase catalytic"
"BnaC08g44740D"	"Ribosomal protein L1, Ribosomal protein L1, 2-layer alpha/beta-sandwich, Ribosomal protein L1, superfamily"
"BnaC08g44750D"	"Small GTPase superfamily, Ran GTPase, Small GTPase superfamily, Rho type, Small GTPase superfamily, Rab type, Small GTP-binding protein domain, Small GTPase superfamily, Ras type"
"BnaC08g44760D"	NA
"BnaC08g44780D"	NA
"BnaC08g44800D"	"Glycosyl transferase, family 48, 1,3-beta-glucan synthase subunit FKS1-like, domain-1, Callose synthase"
"BnaC08g44810D"	NA
"BnaC08g44820D"	"Glyoxalase/fosfomycin resistance/dioxygenase domain, 4-hydroxyphenylpyruvate dioxygenase"
"BnaC08g44830D"	"Pentatricopeptide repeat"
"BnaC08g44850D"	"Anaphase-promoting complex subunit 5,TPR-containing domain"
"BnaC08g44860D"	"Oxoglutarate/iron-dependent dioxygenase, Non-haem dioxygenase N-terminal domain"
"BnaC08g44880D"	"Oxoglutarate/iron-dependent dioxygenase, Non-haem dioxygenase N-terminal domain"
"BnaC08g44890D"	"Photosystem II PsbP, oxygen evolving complex, Mog1/PsbP, alpha/beta/alpha sandwich"
"BnaC08g44900D"	"Protein kinase, catalytic domain, Serine-threonine/tyrosine-protein kinase catalytic domain, Serine/threonine- / dual specificity protein kinase, catalytic  domain, Tyrosine-protein kinase, active site, Protein kinase-like domain, Protein kinase, ATP binding site, Tyrosine-protein kinase, catalytic domain"
"BnaC08g44910D"	"Elongation factor, GTP-binding domain, Ribosome biogenesis protein BMS1/TSR1, C-terminal, AARP2CN"
"BnaC08g44920D"	"Zinc finger, PMZ-type, Zinc finger, SWIM-type"
"BnaC08g44930D"	"Zeta toxin domain"
"BnaC08g44950D"	"Glycosyl transferase, family 8"
"BnaC08g44970D"	"Carotene isomerase"
"BnaC08g44990D"	"Basic-leucine zipper domain"
"BnaC08g45000D"	"Peptidase S26A, signal peptidase I, Peptidase S24/S26A/S26B/S26C, beta-ribbon domain, Peptidase S24/S26A/S26B/S26C, Peptidase S26, Peptidase S26A, signal peptidase I, serine active site, Peptidase S26A, signal peptidase I, conserved site"
"BnaC08g45010D"	"Domain of unknown function DUF250"
"BnaC08g45030D"	"Peptidase M16, zinc-binding site, Peptidase M16, C-terminal domain, Peptidase M16 domain, Metalloenzyme, LuxS/M16 peptidase-like, Peptidase M16, N-terminal"
"BnaC08g45040D"	"Homeodomain-like"
"BnaC08g45090D"	"Lipase, GDSL, SGNH hydrolase-type esterase domain"
"BnaC08g45100D"	"Gamma interferon inducible lysosomal thiol reductase GILT, Thioredoxin-like fold"
"BnaC08g45130D"	"Phosphoglycerate/bisphosphoglycerate mutase, active site, Carbohydrate binding module family 20, Fructose-2,6-bisphosphatase, Histidine phosphatase superfamily, clade-1, 6-phosphofructo-2-kinase, Immunoglobulin-like fold, Carbohydrate-binding-like fold, Bifunctional 6-phosphofructo-2-kinase/fructose-2, 6-bisphosphate 2-phosphatase"
"BnaC08g45160D"	"Ran binding domain, Pleckstrin homology-like domain"
"BnaC08g45170D"	"Double Clp-N motif"
"BnaC08g45180D"	"Ribosomal protein S18"
"BnaC08g45190D"	"Lipopolysaccharide-modifying protein, Protein of unknown function DUF821, CAP10-like"
"BnaC08g45200D"	"UDP-glucuronosyl/UDP-glucosyltransferase"
"BnaC08g45250D"	"Domain of unknown function DUF250"
"BnaC08g45260D"	NA
"BnaC08g45270D"	"C2 calcium-dependent membrane targeting, C2 calcium/lipid-binding domain, CaLB, C2 membrane targeting protein"
"BnaC08g45280D"	"Proliferating cell nuclear antigen, PCNA, Proliferating cell nuclear antigen, PCNA, N-terminal, Proliferating cell nuclear antigen, PCNA, C-terminal, Proliferating cell nuclear antigen, PCNA, conserved site"
"BnaC08g45320D"	"Small GTPase superfamily, Ran GTPase, Small GTPase superfamily, Rho type, Small GTPase superfamily, Rab type, Small GTP-binding protein domain, Small GTPase superfamily, Ras type, Small GTPase superfamily, ARF type"
"BnaC08g45340D"	"Short-chain dehydrogenase/reductase SDR, Glucose/ribitol dehydrogenase, NAD(P)-binding domain, Short-chain dehydrogenase/reductase, conserved site"
"BnaC08g45360D"	"Transcription factor IIA, alpha/beta subunit, Transcription factor IIA, helical, Transcription factor IIA, beta-barrel, Transcription factor IIA, alpha subunit, N-terminal"
"BnaC08g45380D"	"Peptidase M41, AAA+ ATPase domain, ATPase, AAA-type, core, ATPase, AAA-type, conserved site, Peptidase M41, FtsH extracellular"
"BnaC08g45410D"	"F-box domain, cyclin-like, Leucine-rich repeat, cysteine-containing subtype"
"BnaC08g45420D"	"Sec23/Sec24, trunk domain"
"BnaC08g45480D"	"Pentatricopeptide repeat, Tetratricopeptide-like helical"
"BnaC08g45490D"	"TPX2, TPX2, C-terminal domain, TPX2, central domain"
"BnaC08g45510D"	"SNF2-related, Protein kinase, catalytic domain, Helicase, C-terminal, Serine/threonine- / dual specificity protein kinase, catalytic  domain, Serine/threonine-protein kinase, active site, Protein kinase-like domain, Helicase, superfamily 1/2, ATP-binding domain, Protein kinase, ATP binding site, Tyrosine-protein kinase, catalytic domain"
"BnaC08g45520D"	NA
"BnaC08g45530D"	"DTW"
"BnaC08g45540D"	"Thioredoxin, Thioredoxin-like fold, Thioredoxin domain, Thioredoxin, conserved site"
"BnaC08g45580D"	"SCAMP"
"BnaC08g45590D"	"Coproporphyrinogen III oxidase, aerobic, Coproporphyrinogen III oxidase, conserved site"
